Age (groups),Attrition,BusinessTravel,Department,Sum of DistanceFromHome (KM),Sum of Actual years at company,Sum of Age,EducationField,EducationLevelID,EmployeeID,Ethnicity,FirstName,Gender,Year,Quarter,Month,Day,JobRole,LastName,MaritalStatus,OverTime,Sum of Salary,Salary (grouping),State,Sum of StockOptionLevel,Sum of YearsAtCompany,Sum of YearsInMostRecentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager,DistanceFromHome (KM) (bins)
30 to 40,No,Some Travel,Technology,12,9.55,38,Other,1,6E7B-D50D,White,Anet,Female,2013,Qtr 2,June,15,Senior Software Engineer,Dublin,Married,No,253077,D- 225K to 300K,CA,1,9,3,3,8,12
30 to 40,No,Some Travel,Technology,22,10.93,32,Other,2,7FFD-C810,White,Claresta,Female,2012,Qtr 1,January,30,Data Scientist,Impy,Married,No,75821,B- 70K to 150K,IL,1,10,1,5,1,12
30 to 40,No,Some Travel,Technology,25,9.58,38,Other,2,DD78-E811,Asian or Asian American,Addy,Female,2013,Qtr 2,June,5,Data Scientist,Slimings,Married,No,60549,A- 20K to 70K,CA,1,9,5,6,6,23
30 to 40,No,Some Travel,Technology,45,9.32,31,Other,3,03EF-5904,American Indian or Alaska Native,Shepperd,Male,2013,Qtr 3,September,9,Machine Learning Engineer,Brittain,Married,No,195261,C- 150K to 225K,IL,1,9,3,4,5,34
30 to 40,No,Some Travel,Technology,15,10.91,32,Other,3,427A-8C69,Mixed or multiple ethnic groups,Pasquale,Male,2012,Qtr 1,February,4,Analytics Manager,Abreheart,Married,No,393294,Over 300K,CA,1,10,2,2,2,12
30 to 40,No,Some Travel,Technology,27,1.1,38,Other,4,1C86-C072,White,Janifer,Female,2021,Qtr 4,November,25,Engineering Manager,Ancliffe,Married,No,301332,Over 300K,IL,2,1,1,1,1,23
30 to 40,No,Some Travel,Technology,15,9.23,33,Other,4,56A5-271B,White,Chadwick,Non-Binary,2013,Qtr 4,October,10,Senior Software Engineer,Buist,Married,Yes,108095,B- 70K to 150K,CA,0,9,8,9,9,12
30 to 40,No,Some Travel,Technology,4,10.97,33,Other,4,97F4-0B14,Mixed or multiple ethnic groups,Vernen,Male,2012,Qtr 1,January,15,Senior Software Engineer,Powner,Single,No,97126,B- 70K to 150K,NY,0,10,8,10,2,1
30 to 40,No,Some Travel,Technology,4,8.52,38,Other,4,B2D6-A355,Mixed or multiple ethnic groups,Dennis,Male,2014,Qtr 2,June,25,Analytics Manager,Whopples,Married,Yes,361616,Over 300K,NY,1,8,1,6,5,1
30 to 40,Yes,Frequent Traveller,Human Resources,16,0,39,Human Resources,3,63BF-A86A,White,Ava,Female,2022,Qtr 4,October,12,HR Executive,Galland,Single,Yes,201564,C- 150K to 225K,CA,3,0,0,0,0,12
30 to 40,Yes,Frequent Traveller,Sales,15,9,34,Marketing,2,151D-1FF2,White,Kai,Female,2012,Qtr 1,February,20,Sales Executive,Lush,Single,Yes,173246,C- 150K to 225K,CA,0,9,4,7,7,12
30 to 40,Yes,Frequent Traveller,Sales,40,1,30,Marketing,2,4500-37EB,Mixed or multiple ethnic groups,Haydon,Male,2013,Qtr 1,March,26,Sales Representative,Bastable,Divorced,No,44632,A- 20K to 70K,CA,1,1,0,0,0,34
30 to 40,Yes,Frequent Traveller,Sales,45,1,34,Marketing,3,06DE-E772,White,Zechariah,Male,2020,Qtr 3,September,2,Sales Executive,Sturridge,Married,No,341971,Over 300K,NY,0,1,0,0,0,34
30 to 40,Yes,Frequent Traveller,Sales,17,8,39,Technical Degree,2,D7EE-56FC,White,Zsa zsa,Female,2012,Qtr 1,January,19,Sales Executive,Evered,Married,Yes,107863,B- 70K to 150K,CA,1,8,8,8,5,12
30 to 40,Yes,Frequent Traveller,Technology,37,0,30,Business Studies,1,00E4-3D60,White,Sherilyn,Female,2022,Qtr 2,June,23,Data Scientist,Girke,Single,No,109778,B- 70K to 150K,CA,0,0,0,0,0,34
30 to 40,Yes,Frequent Traveller,Technology,44,5,30,Computer Science,1,00D4-DD53,Black or African American,Joyce,Female,2012,Qtr 1,January,28,Software Engineer,Goor,Single,Yes,68508,A- 20K to 70K,CA,0,5,4,4,4,34
30 to 40,Yes,Frequent Traveller,Technology,13,8,32,Computer Science,1,C79A-E5E1,White,Alvera,Female,2012,Qtr 1,February,17,Data Scientist,Kulver,Divorced,Yes,48835,A- 20K to 70K,CA,1,8,5,7,0,12
30 to 40,Yes,Frequent Traveller,Technology,13,5,30,Computer Science,4,52CC-3E9E,Mixed or multiple ethnic groups,Ogdon,Male,2013,Qtr 3,August,26,Software Engineer,Madsen,Divorced,Yes,40321,A- 20K to 70K,CA,1,5,0,0,3,12
30 to 40,Yes,Frequent Traveller,Technology,23,1,38,Computer Science,4,B148-55FB,American Indian or Alaska Native,Marius,Male,2018,Qtr 4,November,6,Machine Learning Engineer,Champkin,Single,No,231699,D- 225K to 300K,CA,0,1,0,0,0,23
30 to 40,Yes,Frequent Traveller,Technology,4,6,31,Information Systems,2,5476-CA0D,Native Hawaiian,Kayley,Female,2012,Qtr 1,January,12,Data Scientist,Snoad,Single,No,69747,A- 20K to 70K,NY,0,6,5,5,1,1
30 to 40,Yes,Some Travel,Sales,29,8,32,Economics,4,4B6E-3C21,White,Heidie,Female,2013,Qtr 3,September,25,Sales Executive,McCrone,Divorced,No,68043,A- 20K to 70K,CA,0,8,0,1,6,23
30 to 40,Yes,Some Travel,Sales,15,3,31,Marketing,3,9727-BC84,White,Murdock,Male,2012,Qtr 2,April,7,Sales Executive,Spaduzza,Married,No,187930,C- 150K to 225K,CA,3,3,2,2,0,12
30 to 40,Yes,Some Travel,Sales,42,2,30,Marketing,4,774E-685D,White,Joachim,Male,2013,Qtr 4,November,3,Sales Executive,Popplestone,Single,Yes,148862,B- 70K to 150K,CA,0,2,0,1,1,34
30 to 40,Yes,Some Travel,Sales,43,1,33,Marketing,4,AA19-95BD,White,Avrom,Male,2021,Qtr 2,May,8,Sales Executive,Low,Single,Yes,165988,C- 150K to 225K,NY,0,1,0,0,0,34
30 to 40,Yes,Some Travel,Sales,37,2,40,Marketing,4,F3A3-10CE,White,Jesus,Male,2020,Qtr 4,October,8,Sales Executive,Marde,Single,Yes,226512,D- 225K to 300K,CA,0,2,1,1,1,34
30 to 40,Yes,Some Travel,Sales,7,1,36,Technical Degree,3,0210-E0D8,White,Yankee,Male,2020,Qtr 3,July,18,Sales Executive,Charteris,Single,Yes,243989,D- 225K to 300K,NY,0,1,0,1,1,1
30 to 40,Yes,Some Travel,Technology,10,0,38,Business Studies,3,1705-0DE5,White,Lita,Female,2021,Qtr 4,October,16,Engineering Manager,Bicker,Married,No,303360,Over 300K,IL,0,0,0,0,0,1
30 to 40,Yes,Some Travel,Technology,19,0,30,Business Studies,4,FD95-9EEB,White,Sasha,Male,2020,Qtr 4,November,19,Data Scientist,Incogna,Single,Yes,96187,B- 70K to 150K,IL,0,0,0,0,0,12
30 to 40,Yes,Some Travel,Technology,5,9,39,Computer Science,2,076F-8AA3,White,Reese,Male,2012,Qtr 1,March,8,Data Scientist,Dibbert,Single,No,58685,A- 20K to 70K,CA,0,9,6,6,2,1
30 to 40,Yes,Some Travel,Technology,6,8,37,Computer Science,2,327B-F6D3,Mixed or multiple ethnic groups,Codee,Female,2013,Qtr 4,October,4,Data Scientist,Jean,Married,No,42188,A- 20K to 70K,CA,1,8,3,5,6,1
30 to 40,Yes,Some Travel,Technology,20,7,31,Computer Science,2,3CD6-5587,White,Dorise,Female,2012,Qtr 1,February,2,Software Engineer,Klishin,Single,Yes,59697,A- 20K to 70K,CA,0,7,5,6,0,12
30 to 40,Yes,Some Travel,Technology,42,1,39,Computer Science,4,1A7C-19DB,White,Randi,Female,2020,Qtr 4,November,22,Engineering Manager,Oswick,Single,Yes,539998,Over 300K,CA,0,1,0,0,0,34
30 to 40,Yes,Some Travel,Technology,4,6,30,Information Systems,1,528C-3E0D,Native Hawaiian,Giffer,Male,2013,Qtr 4,October,15,Data Scientist,Raspin,Married,Yes,42045,A- 20K to 70K,CA,0,6,0,3,3,1
30 to 40,Yes,Some Travel,Technology,32,2,30,Information Systems,3,29C2-1A3F,White,Wilone,Female,2019,Qtr 4,December,25,Senior Software Engineer,Vautrey,Married,No,158656,C- 150K to 225K,CA,1,2,1,1,2,23
30 to 40,Yes,Some Travel,Technology,44,1,31,Information Systems,3,98EE-8547,White,Lock,Male,2020,Qtr 1,January,6,Analytics Manager,Pierson,Married,Yes,531629,Over 300K,CA,1,1,0,1,1,34
30 to 40,Yes,Some Travel,Technology,14,1,31,Other,1,152E-8DB1,Mixed or multiple ethnic groups,Beth,Female,2012,Qtr 2,April,23,Software Engineer,Kunz,Single,No,63482,A- 20K to 70K,NY,0,1,0,1,1,12
30 to 40,Yes,Some Travel,Technology,1,1,30,Other,4,1054-9C3B,Asian or Asian American,Elizabeth,Female,2013,Qtr 1,March,21,Data Scientist,Babbe,Married,Yes,40285,A- 20K to 70K,IL,0,1,1,1,0,1
Above 40,No,Frequent Traveller,Human Resources,39,8.51,41,Human Resources,1,205B-4D34,Mixed or multiple ethnic groups,Cris,Male,2014,Qtr 2,June,29,HR Executive,Jeram,Single,No,79990,B- 70K to 150K,CA,0,8,5,5,8,34
Above 40,No,Frequent Traveller,Human Resources,3,9.84,47,Marketing,3,59DB-8465,White,Nancey,Female,2013,Qtr 1,March,2,HR Executive,Luetkemeyers,Married,No,85744,B- 70K to 150K,CA,2,9,0,9,8,1
Above 40,No,Frequent Traveller,Sales,14,10.82,46,Economics,1,ACA9-5DC2,White,Mireielle,Female,2012,Qtr 1,March,7,Sales Executive,Chstney,Married,No,205159,C- 150K to 225K,NY,1,10,1,9,6,12
Above 40,No,Frequent Traveller,Sales,9,8.61,48,Economics,3,4F64-A0E2,Native Hawaiian,Baird,Non-Binary,2014,Qtr 2,May,24,Sales Executive,Trays,Divorced,Yes,288450,D- 225K to 300K,NY,2,8,2,6,4,1
Above 40,No,Frequent Traveller,Sales,21,10.93,47,Economics,3,D565-284D,White,Bessie,Female,2012,Qtr 1,January,27,Sales Executive,Bellson,Single,No,65626,A- 20K to 70K,CA,0,10,2,5,1,12
Above 40,No,Frequent Traveller,Sales,40,8.49,43,Economics,4,5A65-768A,White,Felicity,Female,2014,Qtr 3,July,6,Sales Executive,Hayler,Married,No,86038,B- 70K to 150K,CA,3,8,1,3,3,34
Above 40,No,Frequent Traveller,Sales,4,1.02,41,Economics,4,A663-B3DF,White,Wynny,Female,2021,Qtr 4,December,22,Sales Executive,Pechell,Divorced,No,175032,C- 150K to 225K,CA,2,1,0,0,0,1
Above 40,No,Frequent Traveller,Sales,26,1.21,50,Economics,4,C14B-814C,White,Roby,Female,2021,Qtr 4,October,16,Sales Executive,Wintringham,Married,No,214707,C- 150K to 225K,NY,1,1,1,1,1,23
Above 40,No,Frequent Traveller,Sales,1,10.65,45,Marketing,3,49B2-0364,Black or African American,Husain,Male,2012,Qtr 2,May,9,Sales Representative,Frizzell,Married,No,70487,B- 70K to 150K,NY,1,10,0,7,3,1
Above 40,No,Frequent Traveller,Sales,1,10.73,43,Marketing,3,68FB-06A7,Mixed or multiple ethnic groups,Elle,Female,2012,Qtr 2,April,10,Sales Executive,Balcombe,Single,No,180996,C- 150K to 225K,NY,0,10,8,10,9,1
Above 40,No,Frequent Traveller,Sales,42,8.18,47,Marketing,3,7589-66E3,White,Rickey,Male,2014,Qtr 4,October,30,Sales Executive,Colafate,Married,No,232155,D- 225K to 300K,NY,0,8,7,7,3,34
Above 40,No,Frequent Traveller,Sales,21,2.85,43,Marketing,3,781F-6C21,White,Eugenio,Male,2020,Qtr 1,February,25,Manager,Sempill,Divorced,Yes,327587,Over 300K,NY,1,2,1,1,1,12
Above 40,No,Frequent Traveller,Sales,3,9.46,41,Marketing,3,BFE7-5EA8,White,Siobhan,Non-Binary,2013,Qtr 3,July,19,Sales Executive,Antognelli,Single,No,248987,D- 225K to 300K,NY,0,9,5,9,5,1
Above 40,No,Frequent Traveller,Sales,37,8.48,42,Marketing,3,C22D-CE5F,Mixed or multiple ethnic groups,Dorry,Female,2014,Qtr 3,July,10,Sales Executive,Tiddy,Single,No,189256,C- 150K to 225K,CA,0,8,1,2,2,34
Above 40,No,Frequent Traveller,Sales,19,9.97,47,Technical Degree,3,EE04-1533,American Indian or Alaska Native,Doralynne,Female,2013,Qtr 1,January,12,Sales Representative,Giacoboni,Married,No,46684,A- 20K to 70K,CA,1,9,4,9,3,12
Above 40,No,Frequent Traveller,Technology,7,10.91,41,Business Studies,1,A923-9EF6,Black or African American,Alaine,Female,2012,Qtr 1,February,5,Machine Learning Engineer,Hinrichsen,Single,No,107008,B- 70K to 150K,CA,0,10,9,10,9,1
Above 40,No,Frequent Traveller,Technology,29,4.36,44,Computer Science,1,2FC6-7ED5,Mixed or multiple ethnic groups,Deena,Female,2018,Qtr 3,August,24,Machine Learning Engineer,Deegan,Married,No,303779,Over 300K,CA,1,4,0,0,0,23
Above 40,No,Frequent Traveller,Technology,19,10.96,45,Computer Science,1,ED73-F078,Asian or Asian American,Ernaline,Female,2012,Qtr 1,January,18,Software Engineer,Napolione,Married,No,136521,B- 70K to 150K,NY,1,10,3,6,1,12
Above 40,No,Frequent Traveller,Technology,43,3.88,49,Computer Science,2,1BCC-100B,Other,Virgil,Male,2019,Qtr 1,February,12,Machine Learning Engineer,Howat,Divorced,No,248115,D- 225K to 300K,NY,2,3,2,3,3,34
Above 40,No,Frequent Traveller,Technology,16,9.92,46,Computer Science,2,8583-9174,White,Mimi,Female,2013,Qtr 1,January,30,Software Engineer,Mawditt,Single,Yes,100717,B- 70K to 150K,NY,0,9,5,9,7,12
Above 40,No,Frequent Traveller,Technology,24,9.91,46,Computer Science,3,16FB-8835,White,Albina,Female,2013,Qtr 1,February,5,Engineering Manager,Baston,Married,Yes,514945,Over 300K,NY,0,9,4,7,7,23
Above 40,No,Frequent Traveller,Technology,7,8.01,41,Computer Science,3,1C6C-3B67,American Indian or Alaska Native,Emilie,Non-Binary,2014,Qtr 4,December,31,Software Engineer,Panter,Married,No,96632,B- 70K to 150K,NY,1,8,2,8,0,1
Above 40,No,Frequent Traveller,Technology,18,8.16,44,Computer Science,3,2ED2-2CEC,Black or African American,Kendricks,Male,2014,Qtr 4,November,3,Senior Software Engineer,Durtnell,Single,Yes,102708,B- 70K to 150K,CA,0,8,3,4,7,12
Above 40,No,Frequent Traveller,Technology,43,0.8,49,Computer Science,3,38D7-6BB9,White,Amory,Male,2022,Qtr 1,March,13,Analytics Manager,Gaskall,Divorced,No,368010,Over 300K,CA,1,0,0,0,0,34
Above 40,No,Frequent Traveller,Technology,37,3.95,47,Computer Science,3,C2BF-D441,Black or African American,Helen-elizabeth,Female,2019,Qtr 1,January,19,Analytics Manager,Randall,Divorced,No,350101,Over 300K,NY,1,3,0,1,0,34
Above 40,No,Frequent Traveller,Technology,17,9.67,45,Computer Science,4,2B7A-9C73,White,Bryanty,Non-Binary,2013,Qtr 2,May,1,Machine Learning Engineer,Wickersley,Single,Yes,123619,B- 70K to 150K,CA,0,9,7,9,2,12
Above 40,No,Frequent Traveller,Technology,15,2.62,48,Computer Science,4,5EE9-CFCF,White,April,Female,2020,Qtr 2,May,18,Engineering Manager,Brunicke,Married,Yes,309371,Over 300K,CA,0,2,1,1,1,12
Above 40,No,Frequent Traveller,Technology,37,2.41,43,Information Systems,1,47C9-BD11,White,Conrad,Prefer Not To Say,2020,Qtr 3,August,3,Senior Software Engineer,Soule,Married,No,199718,C- 150K to 225K,CA,0,2,1,2,2,34
Above 40,No,Frequent Traveller,Technology,43,3.35,50,Information Systems,3,200B-1979,White,Jamie,Male,2019,Qtr 3,August,26,Engineering Manager,Sarll,Divorced,No,339245,Over 300K,CA,2,3,0,0,1,34
Above 40,No,Frequent Traveller,Technology,4,1.56,43,Information Systems,3,6731-1425,White,Robyn,Female,2021,Qtr 2,June,8,Machine Learning Engineer,Takis,Single,Yes,262392,D- 225K to 300K,CA,0,1,1,1,1,1
Above 40,No,Frequent Traveller,Technology,4,3.39,45,Information Systems,3,9624-0464,Native Hawaiian,Lura,Female,2019,Qtr 3,August,11,Engineering Manager,Hedin,Divorced,No,393420,Over 300K,CA,1,3,1,1,1,1
Above 40,No,Frequent Traveller,Technology,38,1.77,50,Information Systems,4,7B30-BAC8,White,Ferdy,Male,2021,Qtr 1,March,25,Machine Learning Engineer,Geggus,Married,No,366078,Over 300K,NY,0,1,0,0,1,34
Above 40,No,Frequent Traveller,Technology,6,9.11,45,Information Systems,4,C1C6-F683,Mixed or multiple ethnic groups,Ignacius,Male,2013,Qtr 4,November,23,Software Engineer,Kelberman,Divorced,Yes,92613,B- 70K to 150K,CA,1,9,6,6,2,1
Above 40,No,No Travel,Human Resources,22,1.22,49,Human Resources,4,3DBF-E552,White,Stavro,Male,2021,Qtr 4,October,12,HR Manager,Aird,Married,No,509261,Over 300K,NY,1,1,1,1,0,12
Above 40,No,No Travel,Sales,24,0.53,46,Economics,4,921D-AE10,White,Greer,Female,2022,Qtr 2,June,21,Sales Executive,MacDearmaid,Single,No,236103,D- 225K to 300K,CA,0,0,0,0,0,23
Above 40,No,No Travel,Sales,9,10.89,48,Economics,5,C0C7-A3EF,White,Hagen,Male,2012,Qtr 1,February,12,Sales Executive,Worge,Single,No,125587,B- 70K to 150K,CA,0,10,10,10,4,1
Above 40,No,No Travel,Sales,34,9.45,41,Marketing,2,549F-B3E7,White,Arlyne,Female,2013,Qtr 3,July,20,Sales Executive,Paylie,Married,No,109747,B- 70K to 150K,NY,1,9,8,9,5,34
Above 40,No,No Travel,Sales,10,10.66,42,Marketing,2,C6D7-A568,White,Eve,Female,2012,Qtr 2,May,7,Sales Representative,Takkos,Married,No,48922,A- 20K to 70K,CA,1,10,3,9,9,1
Above 40,No,No Travel,Sales,34,10.96,43,Marketing,4,DFA9-990E,White,Cale,Male,2012,Qtr 1,January,17,Sales Executive,Holston,Married,No,108315,B- 70K to 150K,NY,2,10,9,10,10,34
Above 40,No,No Travel,Sales,17,10.72,47,Other,4,085C-7FC2,White,Emmerich,Male,2012,Qtr 2,April,13,Sales Executive,Wallicker,Married,No,176158,C- 150K to 225K,NY,0,10,9,10,2,12
Above 40,No,No Travel,Technology,14,8.54,43,Computer Science,1,5416-F925,White,John,Male,2014,Qtr 2,June,18,Data Scientist,Tempest,Married,No,76331,B- 70K to 150K,NY,0,8,2,4,3,12
Above 40,No,No Travel,Technology,11,2.38,50,Computer Science,1,AAD7-8DDC,White,Simeon,Male,2020,Qtr 3,August,15,Engineering Manager,Cosslett,Divorced,No,337946,Over 300K,NY,2,2,1,2,1,1
Above 40,No,No Travel,Technology,21,8.59,46,Computer Science,1,DF5F-5ED9,Other,Marilee,Female,2014,Qtr 2,June,2,Analytics Manager,Moreton,Married,Yes,281175,D- 225K to 300K,CA,0,8,1,2,2,12
Above 40,No,No Travel,Technology,22,9.07,41,Computer Science,3,1359-BEE3,Native Hawaiian,Fawn,Female,2013,Qtr 4,December,9,Data Scientist,Pyke,Married,No,52581,A- 20K to 70K,CA,0,9,8,8,7,12
Above 40,No,No Travel,Technology,40,10.59,48,Information Systems,2,52DD-757F,White,Danielle,Female,2012,Qtr 2,May,30,Machine Learning Engineer,Viste,Divorced,No,92884,B- 70K to 150K,CA,1,10,5,9,2,34
Above 40,No,No Travel,Technology,45,10.98,42,Information Systems,3,D906-B674,Black or African American,Uta,Female,2012,Qtr 1,January,9,Engineering Manager,Melmar,Married,No,259284,D- 225K to 300K,NY,1,10,2,6,6,34
Above 40,No,No Travel,Technology,21,9.83,43,Information Systems,4,96F4-896C,White,Kerwin,Male,2013,Qtr 1,March,5,Analytics Manager,Wheadon,Single,No,280756,D- 225K to 300K,CA,0,9,8,8,3,12
Above 40,No,No Travel,Technology,15,10.72,43,Other,2,55D6-1423,Asian or Asian American,Benyamin,Male,2012,Qtr 2,April,14,Machine Learning Engineer,Wasielewicz,Divorced,No,76826,B- 70K to 150K,CA,1,10,9,9,7,12
Above 40,No,Some Travel,Human Resources,11,7.76,41,Economics,2,8DA7-0090,Black or African American,Farica,Non-Binary,2015,Qtr 2,April,1,HR Business Partner,Fardell,Single,Yes,445906,Over 300K,NY,0,7,1,5,4,1
Above 40,No,Some Travel,Human Resources,34,10.95,45,Human Resources,2,B3AF-7E58,Black or African American,Elvira,Female,2012,Qtr 1,January,20,Recruiter,Ianelli,Divorced,Yes,54132,A- 20K to 70K,NY,1,10,10,10,10,34
Above 40,No,Some Travel,Human Resources,4,10.84,42,Human Resources,3,9DFE-1FD5,Black or African American,Angel,Male,2012,Qtr 1,March,1,HR Manager,Hazeup,Married,No,463051,Over 300K,IL,1,10,0,10,7,1
Above 40,No,Some Travel,Human Resources,36,8.03,41,Human Resources,3,BAF9-933D,White,Pauly,Male,2014,Qtr 4,December,23,HR Executive,Gero,Married,No,131047,B- 70K to 150K,CA,0,8,4,4,7,34
Above 40,No,Some Travel,Human Resources,21,10.88,47,Marketing,3,79F3-8AA5,Mixed or multiple ethnic groups,Lacy,Female,2012,Qtr 1,February,14,HR Executive,Domerc,Single,No,98608,B- 70K to 150K,NY,0,10,5,10,4,12
Above 40,No,Some Travel,Human Resources,29,11,43,Marketing,4,95D7-1CE9,Asian or Asian American,Ahmed,Male,2012,Qtr 1,January,4,HR Business Partner,Sykes,Married,No,309964,Over 300K,CA,1,10,6,10,8,23
Above 40,No,Some Travel,Sales,3,9.77,43,Economics,1,AB03-8820,Mixed or multiple ethnic groups,Daryle,Male,2013,Qtr 1,March,28,Manager,Boarder,Married,No,313198,Over 300K,IL,1,9,5,9,2,1
Above 40,No,Some Travel,Sales,40,10.93,44,Economics,2,07B2-D67A,White,Rossie,Male,2012,Qtr 1,January,30,Manager,Everleigh,Divorced,No,285620,D- 225K to 300K,NY,1,10,6,8,4,34
Above 40,No,Some Travel,Sales,27,8.8,44,Economics,3,5293-AC5C,Asian or Asian American,Sydney,Male,2014,Qtr 1,March,15,Sales Executive,Metham,Single,No,101906,B- 70K to 150K,NY,0,8,3,4,7,23
Above 40,No,Some Travel,Sales,2,1.78,42,Economics,3,6FA6-DBB9,White,Darya,Female,2021,Qtr 1,March,22,Sales Executive,Itzkovsky,Divorced,No,260021,D- 225K to 300K,NY,1,1,1,1,0,1
Above 40,No,Some Travel,Sales,17,10.83,41,Economics,3,9DB2-76B3,White,Buck,Male,2012,Qtr 1,March,4,Sales Executive,Klawi,Married,No,116966,B- 70K to 150K,NY,2,10,4,10,7,12
Above 40,No,Some Travel,Sales,39,10.67,42,Economics,3,D199-1896,White,Lin,Female,2012,Qtr 2,May,2,Sales Executive,Dibbs,Married,No,206277,C- 150K to 225K,CA,2,10,6,10,1,34
Above 40,No,Some Travel,Sales,33,8.66,41,Marketing,1,2250-86C5,American Indian or Alaska Native,Desmond,Prefer Not To Say,2014,Qtr 2,May,6,Sales Executive,O'Fallone,Divorced,Yes,119592,B- 70K to 150K,NY,1,8,7,8,2,23
Above 40,No,Some Travel,Sales,36,9.67,42,Marketing,1,465A-91D1,Other,Ranna,Female,2013,Qtr 2,May,1,Sales Representative,Crosbie,Single,No,43753,A- 20K to 70K,NY,0,9,0,1,1,34
Above 40,No,Some Travel,Sales,11,8.1,41,Marketing,1,B063-A2B5,Mixed or multiple ethnic groups,Forester,Male,2014,Qtr 4,November,28,Sales Executive,Bentjens,Married,No,81654,B- 70K to 150K,IL,0,8,3,4,7,1
Above 40,No,Some Travel,Sales,16,10.84,41,Marketing,1,C96F-0F3B,White,Jessa,Female,2012,Qtr 1,March,1,Sales Representative,Glasscoo,Married,No,48147,A- 20K to 70K,CA,1,10,8,10,5,12
Above 40,No,Some Travel,Sales,37,1.06,50,Marketing,2,0C54-705D,White,Grata,Female,2021,Qtr 4,December,10,Manager,Yannoni,Married,No,291477,D- 225K to 300K,NY,0,1,0,0,1,34
Above 40,No,Some Travel,Sales,39,10.66,43,Marketing,2,4CCA-B1E6,White,Dolf,Male,2012,Qtr 2,May,5,Sales Executive,Featenby,Divorced,No,176705,C- 150K to 225K,CA,1,10,5,7,7,34
Above 40,No,Some Travel,Sales,38,9.38,43,Marketing,2,8ACE-C5CE,American Indian or Alaska Native,Germana,Female,2013,Qtr 3,August,18,Sales Executive,Gulvin,Married,No,121510,B- 70K to 150K,NY,1,9,8,8,5,34
Above 40,No,Some Travel,Sales,33,10.63,48,Marketing,2,9728-1A5B,Mixed or multiple ethnic groups,Vernen,Male,2012,Qtr 2,May,17,Sales Executive,Rennie,Divorced,No,191771,C- 150K to 225K,NY,1,10,0,10,4,23
Above 40,No,Some Travel,Sales,20,10.91,45,Marketing,2,CF2F-8CA3,White,Lindy,Male,2012,Qtr 1,February,6,Sales Executive,Rawstorne,Married,No,76693,B- 70K to 150K,CA,1,10,2,9,10,12
Above 40,No,Some Travel,Sales,35,2.69,44,Marketing,3,0FEB-B474,White,Morten,Male,2020,Qtr 2,April,24,Sales Executive,Ridgley,Divorced,No,223619,C- 150K to 225K,NY,1,2,0,2,1,34
Above 40,No,Some Travel,Sales,34,9.77,45,Marketing,3,1217-CE30,American Indian or Alaska Native,Marchelle,Female,2013,Qtr 1,March,26,Sales Executive,Duffield,Divorced,No,173037,C- 150K to 225K,CA,3,9,4,9,3,34
Above 40,No,Some Travel,Sales,21,10.9,44,Marketing,3,2E72-4BF1,White,Grace,Male,2012,Qtr 1,February,7,Manager,Gohier,Married,No,426142,Over 300K,CA,0,10,4,5,4,12
